Region,iso3,Country,City,Year,Annual.mean,Temporal coverage,note on converted PM10,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Europe (HIC),PRT,Portugal,Braga,2015,15,>75%,Measured,(7)-converted value,NA,Converted,"1 Suburban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Braga,2016,17,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Carcavelos,2014,16,>75%,Measured,(7)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Carcavelos,2015,17,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Carcavelos,2016,15,>75%,Measured,(7)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Cascais,2015,30,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Chamusca,2014,15,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Chamusca,2015,16,>75%,Measured,11,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Chamusca,2016,14,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Coimbra,2014,22,>75%,Measured,(10)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Coimbra,2015,22,>75%,Measured,(10)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Coimbra,2016,15,>75%,Measured,(7)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Coimbrao,2014,17,>75%,Measured,5,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Coimbrao,2015,22,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Coimbrao,2016,18,>75%,Measured,6,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Estarreja,2014,24,>75%,Measured,12,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Estarreja,2015,25,>75%,Measured,15,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Estarreja,2016,24,>75%,Measured,(11)-converted value,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Faro,2014,20,>75%,Measured,11,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Faro,2015,22,>75%,Measured,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Faro,2016,20,>75%,Measured,(9)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Fornelo Do Monte,2014,12,>75%,Measured,(6)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Fornelo Do Monte,2015,13,>75%,Measured,(6)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Fornelo Do Monte,2016,11,>75%,Measured,(5)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Funchal,2016,13,>75%,Measured,5,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Ilhavo,2014,23,>75%,Measured,(11)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Ilhavo,2015,27,>75%,Measured,(12)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Ilhavo,2016,19,>75%,Measured,(9)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Leca Do Balio,2016,19,>75%,Measured,(9)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Lisboa,2014,25,>75%,Measured,11,>75%,Measured,"2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Lisboa,2015,27,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Lisboa,2016,26,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 3 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Loures,2014,18,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Loures,2015,21,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Loures,2016,18,>75%,Measured,(8)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Maia,2014,15,>75%,Measured,3,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Maia,2015,16,>75%,Measured,(7)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Marateca,2014,15,>75%,Measured,6,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Marateca,2015,19,>75%,Measured,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Mindelo,2014,19,>75%,Measured,(9)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Mindelo,2015,17,>75%,Measured,(8)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Mindelo,2016,15,>75%,Measured,(7)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Montemor-O-Velho,2014,17,>75%,Measured,(8)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Montemor-O-Velho,2015,20,>75%,Measured,(9)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Montemor-O-Velho,2016,18,>75%,Measured,(8)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Odivelas,2014,21,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Odivelas,2015,23,>75%,Measured,(11)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Odivelas,2016,22,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Pacos De Ferreira,2015,22,>75%,Measured,8,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Pacos De Ferreira,2016,24,>75%,Measured,(11)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Paredes,2015,20,>75%,Measured,(9)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Perafita,2015,22,>75%,Measured,(10)-converted value,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Perafita,2016,17,>75%,Measured,(8)-converted value,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Portimao,2015,27,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Porto,2015,(11)-converted value,NA,Converted,5,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Salgueiro,2014,10,>75%,Measured,4,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Salgueiro,2015,14,>75%,Measured,6,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Salgueiro,2016,14,>75%,Measured,(6)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Santana,2016,15,>75%,Measured,3,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Santiago Do Cacem,2014,24,>75%,Measured,(11)-converted value,NA,Converted,"1 Rural-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Santiago Do Cacem,2015,24,>75%,Measured,(11)-converted value,NA,Converted,"1 Rural-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Santiago Do Cacem,2016,21,>75%,Measured,6,>75%,Measured,"1 Rural-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Santo Tirso,2014,9,NA,Measured,(6)-converted value,NA,Converted,"1 station, Urban background",Sistema de Informacao Nacional de Qualidade do Ar,2016,
Europe (HIC),PRT,Portugal,Sao Bartolomeu De Galegos,2014,15,>75%,Measured,(7)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Sao Bartolomeu De Galegos,2015,15,>75%,Measured,(7)-converted value,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Sao Bartolomeu De Galegos,2016,15,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Seixeira,2014,27,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Seixeira,2015,27,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Seixeira,2016,24,>75%,Measured,(11)-converted value,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Setubal,2014,20,>75%,Measured,(10)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Setubal,2015,23,>75%,Measured,(11)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Setubal,2016,22,>75%,Measured,(10)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Sines,2014,26,>75%,Measured,11,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Sines,2015,15,>75%,Measured,5,>75%,Measured,"1 Rural-Industrial, 1 Suburban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Sines,2016,13,>75%,Measured,4,>75%,Measured,"1 Rural-Industrial, 1 Suburban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Sintra,2014,11,NA,Measured,(8)-converted value,NA,Converted,"1 station, Urban background",Sistema de Informacao Nacional de Qualidade do Ar,2016,
Europe (HIC),PRT,Portugal,Vaqueiros,2014,14,>75%,Measured,4,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Vaqueiros,2015,17,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Vaqueiros,2016,16,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Vila Do Conde,2014,16,NA,Measured,(11)-converted value,NA,Converted,"1 station, Urban background",Sistema de Informacao Nacional de Qualidade do Ar,2016,
Europe (HIC),PRT,Portugal,Vila Franca De Xira,2014,12,NA,Measured,(9)-converted value,NA,Converted,"1 station, Urban background",Sistema de Informacao Nacional de Qualidade do Ar,2016,
Europe (HIC),PRT,Portugal,Vila Nova Da Telha,2015,16,>75%,Measured,(8)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),PRT,Portugal,Vila Nova Da Telha,2016,16,>75%,Measured,(7)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Americas (LMIC),PRY,Paraguay,Asuncion,2010,(34)-converted value,NA,Converted,18,NA,Measured,-,"Plan de accion para combustible y vehiculos mas limpios en Paraguay, 2011",2016,
Eastern Mediterranean (HIC),QAT,Qatar,Al-Bidda,2016,110,NA,measured,33,NA,converted,residential,Ministry of Municipal and Environment (MME),2018,
Eastern Mediterranean (HIC),QAT,Qatar,Madinat Khaifa,2016,189,NA,measured,45,NA,measured,residential,Ministry of Public Health (MOPH),2018,
Eastern Mediterranean (HIC),QAT,Qatar,Muaither,2016,120,NA,measured,36,NA,converted,residential,Ministry of Municipal and Environment (MME),2018,
Europe (LMIC),ROU,Romania,Alba Iulia,2013,27,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Alba Iulia,2014,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Alba Iulia,2015,25,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Alba Iulia,2016,20,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Alexandria,2013,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Alexandria,2014,23,>75%,Measured,(16)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Arad,2013,21,>75%,Measured,17,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Arad,2014,22,>75%,Measured,(15)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Arad,2015,28,>75%,Measured,(20)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Arad,2016,25,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bacau,2013,18,>75%,Measured,(13)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bacau,2014,20,>75%,Measured,(14)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bacau,2015,30,>75%,Measured,(21)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bacau,2016,19,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Baia Mare,2013,21,>75%,Measured,19,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Baia Mare,2015,19,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Baia Mare,2016,18,>75%,Measured,14,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Balotesti,2014,(26)-converted value,NA,Converted,18,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Balotesti,2015,(27)-converted value,NA,Converted,19,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bistrita,2014,18,>75%,Measured,(13)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bistrita,2015,19,>75%,Measured,(14)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Blejoi,2013,26,>75%,Measured,(18)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Blejoi,2015,30,>75%,Measured,(21)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bosia,2013,26,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bosia,2014,28,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Botosani,2013,29,>75%,Measured,21,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Botosani,2014,31,>75%,Measured,(22)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Botosani,2015,30,>75%,Measured,(21)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Botosani,2016,28,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Branistea,2015,(19)-converted value,NA,Converted,13,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Brasov,2013,24,>75%,Measured,15,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Brasov,2014,23,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Brasov,2015,26,>75%,Measured,(18)-converted value,NA,Converted,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Brasov,2016,28,>75%,Measured,(20)-converted value,NA,Converted,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bucharest,2013,31,>75%,Measured,(21)-converted value,NA,Converted,"1 Urban-Background, 2 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bucharest,2014,31,>75%,Measured,(21)-converted value,NA,Converted,"2 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bucharest,2015,31,>75%,Measured,(21)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Buchin,2014,21,>75%,Measured,(15)-converted value,NA,Converted,1 Rural-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Buchin,2015,17,>75%,Measured,(12)-converted value,NA,Converted,1 Rural-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Buchin,2016,10,>75%,Measured,(7)-converted value,NA,Converted,1 Rural-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Bucure_ti,2015,31,>75%,Measured,(22)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Buzau,2013,25,>75%,Measured,(18)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Buzau,2014,22,>75%,Measured,(15)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Calan,2016,8,>75%,Measured,(6)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Calarasi,2016,30,>75%,Measured,(21)-converted value,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Campulung,2013,12,NA,Measured,(9)-converted value,NA,Converted,"1 station, industrial, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Carani,2013,19,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Carani,2014,16,>75%,Measured,(11)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Carani,2015,15,>75%,Measured,(11)-converted value,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Carei,2016,18,>75%,Measured,(13)-converted value,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Cluj,2013,27,NA,Measured,(20)-converted value,NA,Converted,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Cluj-Napoca,2013,27,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Cluj-Napoca,2014,30,>75%,Measured,20,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Cluj-Napoca,2015,28,>75%,Measured,17,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Cluj-Napoca,2016,26,>75%,Measured,(18)-converted value,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Comuna Sinandrei,2013,19,NA,Measured,(14)-converted value,NA,Converted,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe (LMIC),ROU,Romania,Constanta,2013,37,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Copsa Mica,2015,27,>75%,Measured,(19)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Copsa Mica,2016,25,>75%,Measured,(17)-converted value,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Craiova,2013,26,>75%,Measured,(18)-converted value,NA,Converted,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Deva,2013,18,>75%,Measured,(13)-converted value,NA,Converted,2 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (LMIC),ROU,Romania,Deva,2014,15,>75%,Measured,(10)-converted value,NA,Converted,2 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
